received_at,device_id,f_port,rssi,snr,payload_json
2025-09-18 00:04:10.172151272+00:00,dds75-lb-20,2,-38,8.0,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 00:24:09.970184498+00:00,dds75-lb-20,2,-39,8.75,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 00:44:09.730807627+00:00,dds75-lb-20,2,-43,9.75,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 01:04:09.520837741+00:00,dds75-lb-20,2,-39,7.5,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 01:24:09.312114479+00:00,dds75-lb-20,2,-112,3.0,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 01:44:09.080178091+00:00,dds75-lb-20,2,-43,7.5,"{""Bat"": 3.268, ""Distance_mm"": 1720, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 02:04:08.870376006+00:00,dds75-lb-20,2,-39,9.0,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 02:24:08.648669115+00:00,dds75-lb-20,2,-117,-1.0,"{""Bat"": 3.268, ""Distance_mm"": 1718, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 02:44:08.429128774+00:00,dds75-lb-20,2,-40,7.5,"{""Bat"": 3.268, ""Distance_mm"": 1718, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 03:04:08.196561657+00:00,dds75-lb-20,2,-39,9.5,"{""Bat"": 3.268, ""Distance_mm"": 1718, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 03:24:07.967722201+00:00,dds75-lb-20,2,-43,9.5,"{""Bat"": 3.268, ""Distance_mm"": 1718, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 03:44:07.757010418+00:00,dds75-lb-20,2,-41,10.0,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 04:04:07.539741988+00:00,dds75-lb-20,2,-111,3.0,"{""Bat"": 3.268, ""Distance_mm"": 1718, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 04:24:07.308603598+00:00,dds75-lb-20,2,-41,10.0,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 04:44:07.110830341+00:00,dds75-lb-20,2,-41,10.75,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 05:04:06.895625397+00:00,dds75-lb-20,2,-39,9.0,"{""Bat"": 3.268, ""Distance_mm"": 1719, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 05:24:06.660360244+00:00,dds75-lb-20,2,-119,-3.75,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 05:44:06.427938676+00:00,dds75-lb-20,2,-35,10.5,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 06:04:06.208354832+00:00,dds75-lb-20,2,-36,9.25,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 06:24:06.005871092+00:00,dds75-lb-20,2,-35,8.0,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 06:44:05.765620800+00:00,dds75-lb-20,2,-35,7.75,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 07:04:05.549551411+00:00,dds75-lb-20,2,-38,7.5,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 07:24:05.342648848+00:00,dds75-lb-20,2,-38,9.5,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 07:44:05.110521680+00:00,dds75-lb-20,2,-119,-4.25,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 08:04:04.903373552+00:00,dds75-lb-20,2,-37,9.0,"{""Bat"": 3.268, ""Distance_mm"": 912, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 08:24:04.671070179+00:00,dds75-lb-20,2,-39,10.5,"{""Bat"": 3.268, ""Distance_mm"": 916, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 08:44:04.461066862+00:00,dds75-lb-20,2,-39,8.75,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 09:04:04.242858345+00:00,dds75-lb-20,2,-118,-2.25,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 09:24:04.022416071+00:00,dds75-lb-20,2,-38,9.5,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 09:44:03.807734932+00:00,dds75-lb-20,2,-122,-6.5,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 10:04:03.572748811+00:00,dds75-lb-20,2,-36,9.5,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 10:24:03.364587798+00:00,dds75-lb-20,2,-37,8.75,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 10:44:03.154413911+00:00,dds75-lb-20,2,-39,9.75,"{""Bat"": 3.268, ""Distance_mm"": 916, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 11:04:02.935129935+00:00,dds75-lb-20,2,-39,9.5,"{""Bat"": 3.268, ""Distance_mm"": 917, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 11:24:02.692946625+00:00,dds75-lb-20,2,-41,10.5,"{""Bat"": 3.268, ""Distance_mm"": 921, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 11:44:02.487138148+00:00,dds75-lb-20,2,-38,7.5,"{""Bat"": 3.268, ""Distance_mm"": 921, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 12:04:02.247167971+00:00,dds75-lb-20,2,-113,2.75,"{""Bat"": 3.268, ""Distance_mm"": 922, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 12:24:02.023269257+00:00,dds75-lb-20,2,-36,9.75,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 12:44:01.812556611+00:00,dds75-lb-20,2,-120,-3.0,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 13:04:01.578508195+00:00,dds75-lb-20,2,-121,-5.75,"{""Bat"": 3.268, ""Distance_mm"": 922, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 13:24:01.372960973+00:00,dds75-lb-20,2,-39,9.5,"{""Bat"": 3.268, ""Distance_mm"": 921, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 13:44:01.150840184+00:00,dds75-lb-20,2,-38,9.5,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 14:04:00.920392937+00:00,dds75-lb-20,2,-41,9.5,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 14:24:00.709849216+00:00,dds75-lb-20,2,-119,-6.0,"{""Bat"": 3.268, ""Distance_mm"": 925, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 14:44:00.493419607+00:00,dds75-lb-20,2,-41,7.75,"{""Bat"": 3.268, ""Distance_mm"": 925, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 15:04:00.267459947+00:00,dds75-lb-20,2,-119,-3.5,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 15:24:00.044218460+00:00,dds75-lb-20,2,-38,9.25,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 15:43:59.830279019+00:00,dds75-lb-20,2,-120,-4.75,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 16:03:59.593393245+00:00,dds75-lb-20,2,-40,8.0,"{""Bat"": 3.268, ""Distance_mm"": 926, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 16:23:59.381234722+00:00,dds75-lb-20,2,-39,9.5,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 16:43:59.173827491+00:00,dds75-lb-20,2,-43,10.25,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 17:03:58.933416398+00:00,dds75-lb-20,2,-37,8.0,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 17:23:58.711896451+00:00,dds75-lb-20,2,-41,10.0,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 17:43:58.503376992+00:00,dds75-lb-20,2,-41,7.5,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 18:03:58.270062036+00:00,dds75-lb-20,2,-41,9.25,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 18:23:58.073744591+00:00,dds75-lb-20,2,-43,10.75,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
2025-09-18 18:43:57.850129148+00:00,dds75-lb-20,2,-40,7.25,"{""Bat"": 3.268, ""Distance_mm"": 930, ""Interrupt_flag"": 0, ""Node_type"": ""DDS75-LB"", ""Sensor_flag"": 1, ""TempC_DS18B20"": 32.76}"
